date,"OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa – China (People's Republic of) – Monthly (OECD/MEI_CLI/CSCICP03.CHN.M)","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa – Germany – Monthly (OECD/MEI_CLI/CSCICP03.DEU.M)","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa – Japan – Monthly (OECD/MEI_CLI/CSCICP03.JPN.M)","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa – Mexico – Monthly (OECD/MEI_CLI/CSCICP03.MEX.M)","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa – United States – Monthly (OECD/MEI_CLI/CSCICP03.USA.M)"
1960-01,NA,NA,NA,NA,101.6331
1960-02,NA,NA,NA,NA,101.375
1960-03,NA,NA,NA,NA,101.152
1960-04,NA,NA,NA,NA,101.029
1960-05,NA,NA,NA,NA,101.0601
1960-06,NA,NA,NA,NA,101.1479
1960-07,NA,NA,NA,NA,101.1665
1960-08,NA,NA,NA,NA,101.0261
1960-09,NA,NA,NA,NA,100.8084
1960-10,NA,NA,NA,NA,100.6277
1960-11,NA,NA,NA,NA,100.5691
1960-12,NA,NA,NA,NA,100.5902
1961-01,NA,NA,NA,NA,100.6389
1961-02,NA,NA,NA,NA,100.6907
1961-03,NA,NA,NA,NA,100.7597
1961-04,NA,NA,NA,NA,100.8816
1961-05,NA,NA,NA,NA,101.0807
1961-06,NA,NA,NA,NA,101.2828
1961-07,NA,NA,NA,NA,101.3798
1961-08,NA,NA,NA,NA,101.2913
1961-09,NA,NA,NA,NA,101.1306
1961-10,NA,NA,NA,NA,101.05
1961-11,NA,NA,NA,NA,101.1572
1961-12,NA,NA,NA,NA,101.3522
1962-01,NA,NA,NA,NA,101.4913
1962-02,NA,NA,NA,NA,101.464
1962-03,NA,NA,NA,NA,101.3246
1962-04,NA,NA,NA,NA,101.1429
1962-05,NA,NA,NA,NA,100.9666
1962-06,NA,NA,NA,NA,100.826
1962-07,NA,NA,NA,NA,100.7608
1962-08,NA,NA,NA,NA,100.8112
1962-09,NA,NA,NA,NA,100.9337
1962-10,NA,NA,NA,NA,101.0847
1962-11,NA,NA,NA,NA,101.2313
1962-12,NA,NA,NA,NA,101.3343
1963-01,NA,NA,NA,NA,101.3353
1963-02,NA,NA,NA,NA,101.1872
1963-03,NA,NA,NA,NA,100.987
1963-04,NA,NA,NA,NA,100.8606
1963-05,NA,NA,NA,NA,100.899
1963-06,NA,NA,NA,NA,101.022
1963-07,NA,NA,NA,NA,101.1238
1963-08,NA,NA,NA,NA,101.1354
1963-09,NA,NA,NA,NA,101.1073
1963-10,NA,NA,NA,NA,101.1196
1963-11,NA,NA,NA,NA,101.231
1963-12,NA,NA,NA,NA,101.3881
1964-01,NA,NA,NA,NA,101.5148
1964-02,NA,NA,NA,NA,101.5554
1964-03,NA,NA,NA,NA,101.5485
1964-04,NA,NA,NA,NA,101.5473
1964-05,NA,NA,NA,NA,101.5872
1964-06,NA,NA,NA,NA,101.6471
1964-07,NA,NA,NA,NA,101.693
1964-08,NA,NA,NA,NA,101.6999
1964-09,NA,NA,NA,NA,101.6889
1964-10,NA,NA,NA,NA,101.6927
1964-11,NA,NA,NA,NA,101.739
1964-12,NA,NA,NA,NA,101.8194
1965-01,NA,NA,NA,NA,101.9251
1965-02,NA,NA,NA,NA,102.0498
1965-03,NA,NA,NA,NA,102.1662
1965-04,NA,NA,NA,NA,102.235
1965-05,NA,NA,NA,NA,102.2225
1965-06,NA,NA,NA,NA,102.1651
1965-07,NA,NA,NA,NA,102.1037
1965-08,NA,NA,NA,NA,102.0617
1965-09,NA,NA,NA,NA,102.0285
1965-10,NA,NA,NA,NA,101.9812
1965-11,NA,NA,NA,NA,101.8988
1965-12,NA,NA,NA,NA,101.789
1966-01,NA,NA,NA,NA,101.6572
1966-02,NA,NA,NA,NA,101.5023
1966-03,NA,NA,NA,NA,101.3339
1966-04,NA,NA,NA,NA,101.1584
1966-05,NA,NA,NA,NA,100.9785
1966-06,NA,NA,NA,NA,100.7991
1966-07,NA,NA,NA,NA,100.6308
1966-08,NA,NA,NA,NA,100.4919
1966-09,NA,NA,NA,NA,100.3999
1966-10,NA,NA,NA,NA,100.3964
1966-11,NA,NA,NA,NA,100.5246
1966-12,NA,NA,NA,NA,100.7197
1967-01,NA,NA,NA,NA,100.9076
1967-02,NA,NA,NA,NA,101.039
1967-03,NA,NA,NA,NA,101.1289
1967-04,NA,NA,NA,NA,101.1963
1967-05,NA,NA,NA,NA,101.2448
1967-06,NA,NA,NA,NA,101.2663
1967-07,NA,NA,NA,NA,101.2356
1967-08,NA,NA,NA,NA,101.1322
1967-09,NA,NA,NA,NA,101.0143
1967-10,NA,NA,NA,NA,100.9608
1967-11,NA,NA,NA,NA,101.0282
1967-12,NA,NA,NA,NA,101.1425
1968-01,NA,NA,NA,NA,101.2015
1968-02,NA,NA,NA,NA,101.1288
1968-03,NA,NA,NA,NA,100.9848
1968-04,NA,NA,NA,NA,100.8499
1968-05,NA,NA,NA,NA,100.7799
1968-06,NA,NA,NA,NA,100.7525
1968-07,NA,NA,NA,NA,100.7369
1968-08,NA,NA,NA,NA,100.7213
1968-09,NA,NA,NA,NA,100.7285
1968-10,NA,NA,NA,NA,100.8041
1968-11,NA,NA,NA,NA,100.9818
1968-12,NA,NA,NA,NA,101.1801
1969-01,NA,NA,NA,NA,101.2801
1969-02,NA,NA,NA,NA,101.1832
1969-03,NA,NA,NA,NA,100.9665
1969-04,NA,NA,NA,NA,100.7162
1969-05,NA,NA,NA,NA,100.4808
1969-06,NA,NA,NA,NA,100.2582
1969-07,NA,NA,NA,NA,100.0299
1969-08,NA,NA,NA,NA,99.78372
1969-09,NA,NA,NA,NA,99.54098
1969-10,NA,NA,NA,NA,99.33954
1969-11,NA,NA,NA,NA,99.21292
1969-12,NA,NA,NA,NA,99.12827
1970-01,NA,NA,NA,NA,99.05004
1970-02,NA,NA,NA,NA,98.96175
1970-03,NA,NA,NA,NA,98.88127
1970-04,NA,NA,NA,NA,98.84293
1970-05,NA,NA,NA,NA,98.87183
1970-06,NA,NA,NA,NA,98.91594
1970-07,NA,NA,NA,NA,98.90382
1970-08,NA,NA,NA,NA,98.78694
1970-09,NA,NA,NA,NA,98.63837
1970-10,NA,NA,NA,NA,98.56511
1970-11,NA,NA,NA,NA,98.65223
1970-12,NA,NA,NA,NA,98.83157
1971-01,NA,NA,NA,NA,99.01881
1971-02,NA,NA,NA,NA,99.15829
1971-03,NA,NA,NA,NA,99.25991
1971-04,NA,NA,NA,NA,99.34231
1971-05,NA,NA,NA,NA,99.41376
1971-06,NA,NA,NA,NA,99.47237
1971-07,NA,NA,NA,NA,99.50941
1971-08,NA,NA,NA,NA,99.52533
1971-09,NA,NA,NA,NA,99.56754
1971-10,NA,NA,NA,NA,99.71048
1971-11,NA,NA,NA,NA,100.0096
1971-12,NA,NA,NA,NA,100.3542
1972-01,NA,NA,NA,NA,100.5935
1972-02,NA,NA,NA,NA,100.6164
1972-03,NA,NA,NA,NA,100.5372
1972-04,NA,NA,NA,NA,100.5072
1972-05,NA,NA,NA,NA,100.629
1972-06,NA,NA,NA,NA,100.821
1972-07,NA,NA,NA,NA,100.9555
1972-08,NA,NA,NA,NA,100.9262
1972-09,NA,NA,NA,NA,100.7733
1972-10,NA,NA,NA,NA,100.5354
1972-11,NA,NA,NA,NA,100.2261
1972-12,NA,NA,NA,NA,99.89437
1973-01,NA,103.7456,NA,NA,99.58817
1973-02,NA,103.0117,NA,NA,99.33979
1973-03,NA,102.2256,NA,NA,99.1261
1973-04,NA,101.4388,NA,NA,98.92419
1973-05,NA,100.8217,NA,NA,98.73241
1973-06,NA,100.4878,NA,NA,98.57949
1973-07,NA,100.3392,NA,NA,98.51975
1973-08,NA,100.2087,NA,NA,98.58936
1973-09,NA,100.0078,NA,NA,98.6694
1973-10,NA,99.66492,NA,NA,98.59334
1973-11,NA,99.13347,NA,NA,98.24386
1973-12,NA,98.54214,NA,NA,97.80593
1974-01,NA,98.14835,NA,NA,97.53819
1974-02,NA,98.15892,NA,NA,97.63274
1974-03,NA,98.35328,NA,NA,97.90479
1974-04,NA,98.65082,NA,NA,98.10315
1974-05,NA,98.91657,NA,NA,98.04331
1974-06,NA,99.04898,NA,NA,97.81411
1974-07,NA,99.09946,NA,NA,97.53473
1974-08,NA,99.13995,NA,NA,97.28114
1974-09,NA,99.21253,NA,NA,97.06259
1974-10,NA,99.28884,NA,NA,96.88258
1974-11,NA,99.39017,NA,NA,96.7646
1974-12,NA,99.51121,NA,NA,96.73956
1975-01,NA,99.71128,NA,NA,96.8889
1975-02,NA,99.99341,NA,NA,97.29507
1975-03,NA,100.2968,NA,NA,97.81732
1975-04,NA,100.6002,NA,NA,98.28342
1975-05,NA,100.8108,NA,NA,98.56508
1975-06,NA,100.8466,NA,NA,98.70973
1975-07,NA,100.8111,NA,NA,98.77283
1975-08,NA,100.7643,NA,NA,98.78732
1975-09,NA,100.7587,NA,NA,98.81452
1975-10,NA,100.886,NA,NA,98.92574
1975-11,NA,101.2828,NA,NA,99.17117
1975-12,NA,101.8103,NA,NA,99.46464
1976-01,NA,102.2359,NA,NA,99.69225
1976-02,NA,102.4762,NA,NA,99.77277
1976-03,NA,102.5563,NA,NA,99.78403
1976-04,NA,102.5627,NA,NA,99.8312
1976-05,NA,102.5631,NA,NA,99.98449
1976-06,NA,102.5998,NA,NA,100.1808
1976-07,NA,102.6894,NA,NA,100.3221
1976-08,NA,102.786,NA,NA,100.331
1976-09,NA,102.8843,NA,NA,100.2608
1976-10,NA,102.9233,NA,NA,100.1805
1976-11,NA,102.8801,NA,NA,100.1393
1976-12,NA,102.7314,NA,NA,100.14
1977-01,NA,102.4964,NA,NA,100.1847
1977-02,NA,102.1932,NA,NA,100.2775
1977-03,NA,101.8807,NA,NA,100.3844
1977-04,NA,101.5768,NA,NA,100.4618
1977-05,NA,101.3781,NA,NA,100.4718
1977-06,NA,101.3784,NA,NA,100.4268
1977-07,NA,101.4824,NA,NA,100.3322
1977-08,NA,101.5978,NA,NA,100.1839
1977-09,NA,101.724,NA,NA,100.0161
1977-10,NA,101.8366,NA,NA,99.86893
1977-11,NA,101.9539,NA,NA,99.77455
1977-12,NA,102.0246,NA,NA,99.72412
1978-01,NA,102.0025,NA,NA,99.69107
1978-02,NA,101.9692,NA,NA,99.61081
1978-03,NA,101.963,NA,NA,99.47279
1978-04,NA,102.0127,NA,NA,99.47153
1978-05,NA,102.1432,NA,NA,99.49574
1978-06,NA,102.3265,NA,NA,99.45992
1978-07,NA,102.5432,NA,NA,99.43351
1978-08,NA,102.7921,NA,NA,99.33466
1978-09,NA,103.0665,NA,NA,99.23969
1978-10,NA,103.2973,NA,NA,99.01003
1978-11,NA,103.4645,NA,NA,98.62321
1978-12,NA,103.5586,NA,NA,98.27267
1979-01,NA,103.6065,NA,NA,98.24731
1979-02,NA,103.5771,NA,NA,98.23198
1979-03,NA,103.5261,NA,NA,98.04071
1979-04,NA,103.4329,NA,NA,97.84443
1979-05,NA,103.2513,NA,NA,97.71332
1979-06,NA,103.0031,NA,NA,97.52994
1979-07,NA,102.7666,NA,NA,97.36812
1979-08,NA,102.5398,NA,NA,97.40497
1979-09,NA,102.284,NA,NA,97.44559
1979-10,NA,101.9583,NA,NA,97.36999
1979-11,NA,101.5821,NA,NA,97.35193
1979-12,NA,101.1763,NA,NA,97.39189
1980-01,NA,100.7537,NA,NA,97.47672
1980-02,NA,100.5321,NA,NA,97.26822
1980-03,NA,100.3938,NA,NA,96.72633
1980-04,NA,100.2997,NA,NA,96.30571
1980-05,NA,100.2353,NA,NA,96.27074
1980-06,NA,100.1117,NA,NA,96.66769
1980-07,NA,100.0228,NA,NA,97.24178
1980-08,NA,99.98379,NA,NA,97.86611
1980-09,NA,99.82721,NA,NA,98.39227
1980-10,NA,99.4346,NA,NA,98.61591
1980-11,NA,98.89317,NA,NA,98.50571
1980-12,NA,98.50304,NA,NA,98.13308
1981-01,NA,98.16269,NA,NA,97.98294
1981-02,NA,97.75916,NA,NA,97.88698
1981-03,NA,97.3157,NA,NA,97.98786
1981-04,NA,97.00999,NA,NA,98.30428
1981-05,NA,96.84698,NA,NA,98.58285
1981-06,NA,96.57928,NA,NA,98.67782
1981-07,NA,96.25546,NA,NA,98.7326
1981-08,NA,95.90981,NA,NA,98.70731
1981-09,NA,95.88611,NA,NA,98.44186
1981-10,NA,96.02737,NA,NA,98.04715
1981-11,NA,96.08485,NA,NA,97.68665
1981-12,NA,96.15475,NA,NA,97.64082
1982-01,NA,96.23544,NA,NA,97.74736
1982-02,NA,96.3502,NA,NA,97.6594
1982-03,NA,96.65921,NA,NA,97.52944
1982-04,NA,96.95944,100.6004,NA,97.56638
1982-05,NA,97.14629,100.4164,NA,97.63455
1982-06,NA,97.10603,100.2457,NA,97.62976
1982-07,NA,96.72157,100.1161,NA,97.64703
1982-08,NA,96.29807,100.0575,NA,97.77304
1982-09,NA,95.98409,100.0492,NA,98.03345
1982-10,NA,96.00245,100.078,NA,98.26695
1982-11,NA,96.19361,100.1467,NA,98.32487
1982-12,NA,96.5752,100.2449,NA,98.3215
1983-01,NA,97.34357,100.3725,NA,98.42278
1983-02,NA,98.29956,100.5323,NA,98.82601
1983-03,NA,99.23602,100.6942,NA,99.4817
1983-04,NA,99.75252,100.8179,NA,100.1858
1983-05,NA,99.8601,100.8744,NA,100.6554
1983-06,NA,99.85013,100.9046,NA,100.8042
1983-07,NA,99.80138,100.9632,NA,100.7681
1983-08,NA,99.78269,101.0882,NA,100.6268
1983-09,NA,99.70903,101.2424,NA,100.5105
1983-10,NA,99.74551,101.3713,NA,100.5172
1983-11,NA,99.99573,101.4318,NA,100.7112
1983-12,NA,100.2726,101.4463,NA,101.0452
1984-01,NA,100.4263,101.4416,NA,101.3789
1984-02,NA,100.2596,101.4354,NA,101.5108
1984-03,NA,99.95261,101.4399,NA,101.5405
1984-04,NA,99.65138,101.4691,NA,101.4182
1984-05,NA,99.38946,101.5332,NA,101.3399
1984-06,NA,99.19653,101.6103,NA,101.2913
1984-07,NA,99.36034,101.6731,NA,101.3624
1984-08,NA,99.65636,101.7035,NA,101.489
1984-09,NA,99.95454,101.7213,NA,101.5116
1984-10,NA,100.116,101.7536,NA,101.3439
1984-11,NA,100.2728,101.8172,NA,101.1623
1984-12,NA,100.2812,101.8862,NA,101.0309
1985-01,NA,100.1429,101.9199,NA,101.0127
1985-02,NA,99.99635,101.8852,NA,100.9698
1985-03,NA,99.90875,101.8145,NA,100.9484
1985-04,NA,99.8873,101.7484,NA,100.9494
1985-05,NA,99.88991,101.7157,NA,100.9505
1985-06,NA,99.90444,101.7076,NA,101.0107
1985-07,NA,100.0039,101.7107,NA,100.9395
1985-08,NA,100.1392,101.7148,NA,100.7911
1985-09,NA,100.2902,101.7102,NA,100.6403
1985-10,NA,100.4075,101.6831,NA,100.5424
1985-11,NA,100.4731,101.6204,NA,100.6484
1985-12,NA,100.5957,101.5369,NA,100.8667
1986-01,NA,100.8094,101.4465,NA,101.0517
1986-02,NA,101.0094,101.3541,NA,101.1399
1986-03,NA,101.1428,101.2547,NA,101.1649
1986-04,NA,101.2394,101.1348,NA,101.2052
1986-05,NA,101.3177,100.9796,NA,101.2643
1986-06,NA,101.4415,100.8018,NA,101.3604
1986-07,NA,101.5651,100.6143,NA,101.3022
1986-08,NA,101.6791,100.4245,NA,101.1235
1986-09,NA,101.7058,100.2396,NA,100.9529
1986-10,NA,101.6942,100.0731,NA,100.8619
1986-11,NA,101.6575,99.94662,NA,100.6814
1986-12,NA,101.6044,99.87412,NA,100.53
1987-01,NA,101.4796,99.89655,NA,100.4979
1987-02,NA,101.294,100.0631,NA,100.528
1987-03,NA,101.1913,100.3171,NA,100.6005
1987-04,NA,101.133,100.6041,NA,100.6798
1987-05,NA,101.0781,100.8921,NA,100.7125
1987-06,NA,100.9836,101.1585,NA,100.7843
1987-07,NA,100.898,101.3766,NA,100.8865
1987-08,NA,100.8821,101.5238,NA,100.8911
1987-09,NA,100.9601,101.6372,NA,100.709
1987-10,NA,100.8463,101.7584,NA,100.3673
1987-11,NA,100.561,101.9112,NA,100.097
1987-12,NA,100.3125,102.0717,NA,100.1679
1988-01,NA,100.1859,102.1989,NA,100.4269
1988-02,NA,100.1982,102.2566,NA,100.6639
1988-03,NA,100.3099,102.2692,NA,100.8245
1988-04,NA,100.4126,102.2641,NA,100.8676
1988-05,NA,100.4288,102.259,NA,100.9588
1988-06,NA,100.4216,102.267,NA,101.026
1988-07,NA,100.4435,102.3019,NA,101.093
1988-08,NA,100.601,102.3698,NA,101.2003
1988-09,NA,100.8022,102.4346,NA,101.1853
1988-10,NA,100.965,102.4411,NA,101.046
1988-11,NA,100.9889,102.3422,NA,100.9451
1988-12,NA,100.9398,102.183,NA,100.9715
1989-01,NA,100.8329,102.018,NA,101.1112
1989-02,NA,100.7782,101.8861,NA,101.0911
1989-03,NA,100.8176,101.7941,NA,100.9477
1989-04,NA,100.9222,101.7559,NA,100.7515
1989-05,NA,101.0682,101.7941,NA,100.6213
1989-06,NA,101.2669,101.8861,NA,100.5894
1989-07,NA,101.3809,102.0179,NA,100.638
1989-08,NA,101.387,102.1829,NA,100.7191
1989-09,NA,101.4169,102.342,NA,100.8709
1989-10,NA,101.4234,102.4412,NA,100.8538
1989-11,NA,101.4585,102.4355,NA,100.7298
1989-12,NA,101.5518,102.3726,NA,100.6558
1990-01,99.13312,101.5592,102.3072,NA,100.6531
1990-02,99.18236,101.4364,102.2722,NA,100.6351
1990-03,99.25598,101.327,102.2528,NA,100.704
1990-04,99.35351,101.3777,102.2217,NA,100.7564
1990-05,99.44527,101.4621,102.1582,NA,100.6267
1990-06,99.47885,101.5347,102.0796,NA,100.3415
1990-07,99.42589,101.5464,102.0127,NA,99.85973
1990-08,99.31785,101.3913,101.9817,NA,99.08674
1990-09,99.22964,101.1064,101.9833,NA,98.34413
1990-10,99.24911,100.9119,102.0177,NA,97.75062
1990-11,99.42657,100.8405,102.0871,NA,97.53986
1990-12,99.75536,100.7202,102.1612,NA,97.60393
1991-01,100.1677,100.419,102.1992,NA,97.9519
1991-02,100.5523,100.0808,102.1673,NA,98.58669
1991-03,100.7925,99.86786,102.0919,NA,99.31059
1991-04,100.8323,99.93307,102.0002,NA,99.51505
1991-05,100.6787,99.97776,101.9044,NA,99.49802
1991-06,100.3961,99.72598,101.8016,NA,99.56329
1991-07,100.0873,99.24585,101.6781,NA,99.62467
1991-08,99.82915,99.02791,101.5212,NA,99.58896
1991-09,99.66958,99.13595,101.3511,NA,99.38902
1991-10,99.6086,99.3286,101.1947,NA,98.91328
1991-11,99.61924,99.47147,101.0732,NA,98.32364
1991-12,99.67389,99.55645,100.9755,NA,97.97672
1992-01,99.76829,99.46248,100.8879,NA,97.92803
1992-02,99.9362,99.27517,100.801,NA,98.17278
1992-03,100.2243,98.8991,100.7051,NA,98.61192
1992-04,100.6629,98.55344,100.5865,NA,98.96078
1992-05,101.2203,98.45434,100.4314,NA,99.15939
1992-06,101.8149,98.64055,100.2534,NA,99.16525
1992-07,102.3466,98.8605,100.0655,NA,98.9906
1992-08,102.7608,98.88702,99.87529,NA,98.83824
1992-09,103.0361,98.66348,99.68996,NA,98.82777
1992-10,103.1862,98.27718,99.52376,NA,99.08896
1992-11,103.2618,97.7977,99.40038,NA,99.71329
1992-12,103.3043,97.43188,99.3363,NA,100.2213
1993-01,103.3395,97.25205,99.37279,NA,100.3543
1993-02,103.3698,97.21498,99.54847,NA,100.2383
1993-03,103.4083,97.20686,99.77148,NA,100.0511
1993-04,103.4832,97.36941,99.91803,NA,99.81944
1993-05,103.6339,97.45288,99.88369,NA,99.5235
1993-06,103.8705,97.42421,99.71117,NA,99.29337
1993-07,104.1277,97.40279,99.44176,NA,99.07954
1993-08,104.3048,97.49646,99.10503,NA,99.02473
1993-09,104.2861,97.51471,98.80531,NA,99.14668
1993-10,104.0059,97.33739,98.69275,NA,99.42841
1993-11,103.4678,97.24322,98.89726,NA,99.76712
1993-12,102.7471,97.22014,99.27541,NA,100.2586
1994-01,101.9752,97.23289,99.66302,NA,100.6819
1994-02,101.2623,97.41952,99.95422,NA,100.833
1994-03,100.6735,97.86664,100.1709,NA,100.8222
1994-04,100.2132,98.51917,100.3547,NA,100.7924
1994-05,99.85984,99.21486,100.5324,NA,100.7296
1994-06,99.61013,99.7831,100.7162,NA,100.6228
1994-07,99.48625,100.1006,100.9076,NA,100.5499
1994-08,99.50815,100.2554,101.0976,NA,100.5961
1994-09,99.67887,100.3446,101.2572,NA,100.6671
1994-10,99.99733,100.3779,101.331,NA,100.7617
1994-11,100.4262,100.2069,101.2602,NA,100.8766
1994-12,100.9198,99.95512,101.0915,NA,101.054
1995-01,101.446,99.78362,100.8655,NA,101.1365
1995-02,101.9429,99.71936,100.6017,NA,101.0029
1995-03,102.3471,99.82658,100.3427,NA,100.7806
1995-04,102.6162,99.94355,100.1427,NA,100.6843
1995-05,102.7064,100.0184,100.053,NA,100.6716
1995-06,102.6145,100.0695,100.047,NA,100.7992
1995-07,102.3923,100.0521,100.1104,NA,100.9172
1995-08,102.1343,99.92387,100.2472,NA,100.8831
1995-09,101.9228,99.77692,100.416,NA,100.6449
1995-10,101.8084,99.58134,100.5764,NA,100.4874
1995-11,101.8139,99.29335,100.7028,NA,100.4092
1995-12,101.9102,98.8968,100.8069,NA,100.4334
1996-01,102.0449,98.47928,100.9028,NA,100.4497
1996-02,102.1505,98.26254,100.9945,NA,100.5212
1996-03,102.1829,98.26872,101.0712,NA,100.6667
1996-04,102.154,98.26736,101.1067,NA,100.6955
1996-05,102.0997,98.23156,101.0749,NA,100.6748
1996-06,102.0393,98.22374,101.0054,NA,100.7833
1996-07,101.9954,98.27735,100.9234,NA,100.9427
1996-08,101.9497,98.38542,100.8287,NA,101.0628
1996-09,101.9226,98.42767,100.6853,NA,101.1535
1996-10,101.8791,98.35143,100.4253,NA,101.2757
1996-11,101.7223,98.2257,100.0006,NA,101.3795
