date,2YS_CHI,10YS_CHI,Spread
2019-03-01,,3.1572,
2019-03-01,,3.1423,
2019-03-01,,3.1374,
2019-03-01,,3.1424,
2019-03-01,,3.1375,
2019-03-01,,3.1475,
2019-03-01,,3.1376,
2019-03-01,,3.1377,
2019-03-01,,3.1377,
2019-03-01,,3.1453,
2019-03-01,,3.1291,
2019-03-01,,3.108,
2019-03-01,,3.0831,
2019-03-01,,3.0633,
2019-03-01,,3.0882,
2019-03-01,,3.0634,
2019-03-01,,3.0683,
2019-04-01,2.923,3.1332,0.21019999999999994
2019-04-01,,3.1681,
2019-04-01,,3.2331,
2019-04-01,,3.2679,
2019-04-01,,3.2482,
2019-04-01,,3.2882,
2019-04-01,,3.2932,
2019-04-01,,3.2784,
2019-04-01,,3.3334,
2019-04-01,,3.3736,
2019-04-01,,3.3937,
2019-04-01,,3.3938,
2019-04-01,,3.3589,
2019-04-01,,3.3741,
2019-04-01,,3.4091,
2019-04-01,,3.3993,
2019-04-01,,3.4343,
2019-04-01,,3.4193,
2019-04-01,,3.4043,
2019-04-01,,3.4043,
2019-04-01,,3.4268,
2019-04-01,,3.3869,
2019-05-01,2.838,,
2019-05-01,,3.3849,
2019-05-01,,3.355,
2019-05-01,,3.3551,
2019-05-01,,3.3426,
2019-05-01,,3.3116,
2019-05-01,,3.3017,
2019-05-01,,3.2709,
2019-05-01,,3.2859,
2019-05-01,,3.2762,
2019-05-01,,3.2662,
2019-05-01,,3.2665,
2019-05-01,,3.2717,
2019-05-01,,3.299,
2019-05-01,,3.3264,
2019-05-01,,3.31,
2019-05-01,,3.3125,
2019-05-01,,3.35,
2019-05-01,,3.31,
2019-05-01,,3.2875,
2019-05-01,,3.275,
2019-05-01,,3.2751,
2019-06-01,2.833,,
2019-06-01,,3.2401,
2019-06-01,,3.2101,
2019-06-01,,3.21,
2019-06-01,,3.2136,
2019-06-01,,3.2251,
2019-06-01,,3.2651,
2019-06-01,,3.2601,
2019-06-01,,3.2451,
2019-06-01,,3.2302,
2019-06-01,,3.2252,
2019-06-01,,3.2302,
2019-06-01,,3.2427,
2019-06-01,,3.2352,
2019-06-01,,3.2303,
2019-06-01,,3.2453,
2019-06-01,,3.2353,
2019-06-01,,3.2453,
2019-06-01,,3.2553,
2019-06-01,,3.2254,
2019-07-01,2.777,3.2254,0.4483999999999999
2019-07-01,,3.1704,
2019-07-01,,3.1554,
2019-07-01,,3.1479,
2019-07-01,,3.1705,
2019-07-01,,3.1805,
2019-07-01,,3.168,
2019-07-01,,3.1706,
2019-07-01,,3.168,
2019-07-01,,3.1531,
2019-07-01,,3.1782,
2019-07-01,,3.1732,
2019-07-01,,3.1757,
2019-07-01,,3.1608,
2019-07-01,,3.1559,
2019-07-01,,3.1484,
2019-07-01,,3.1484,
2019-07-01,,3.171,
2019-07-01,,3.1635,
2019-07-01,,3.1661,
2019-07-01,,3.1836,
2019-07-01,,3.1761,
2019-07-01,,3.1552,
2019-08-01,2.674,3.1487,0.4746999999999999
2019-08-01,,3.0914,
2019-08-01,,3.0563,
2019-08-01,,3.0613,
2019-08-01,,3.0514,
2019-08-01,,3.0465,
2019-08-01,,3.0216,
2019-08-01,,3.0391,
2019-08-01,,3.0041,
2019-08-01,,3.0105,
2019-08-01,,3.0115,
2019-08-01,,3.0217,
2019-08-01,,3.0191,
2019-08-01,,3.0317,
2019-08-01,,3.0567,
2019-08-01,,3.0543,
2019-08-01,,3.0644,
2019-08-01,,3.0494,
2019-08-01,,3.052,
2019-08-01,,3.052,
2019-08-01,,3.0321,
2019-08-01,,3.0573,
2019-09-01,2.767,,
2019-09-01,,3.0723,
2019-09-01,,3.0624,
2019-09-01,,3.0473,
2019-09-01,,3.0173,
2019-09-01,,3.0173,
2019-09-01,,3.025,
2019-09-01,,3.0425,
2019-09-01,,3.0525,
2019-09-01,,3.0876,
2019-09-01,,3.0926,
2019-09-01,,3.1076,
2019-09-01,,3.1277,
2019-09-01,,3.1053,
2019-09-01,,3.098,
2019-09-01,,3.1005,
2019-09-01,,3.1205,
2019-09-01,,3.1157,
2019-09-01,,3.1381,
2019-09-01,,3.1482,
2019-09-01,,3.1434,
2019-09-01,,3.1411,
2019-10-01,2.898,,
2019-10-01,,3.1063,
2019-10-01,,3.1089,
2019-10-01,,3.1289,
2019-10-01,,3.1564,
2019-10-01,,3.1716,
2019-10-01,,3.1641,
2019-10-01,,3.1668,
2019-10-01,,3.1693,
2019-10-01,,3.1569,
2019-10-01,,3.187,
2019-10-01,,3.2196,
2019-10-01,,3.2196,
2019-10-01,,3.2122,
2019-10-01,,3.2196,
2019-10-01,,3.2372,
2019-10-01,,3.2924,
2019-10-01,,3.3029,
2019-10-01,,3.3125,
2019-10-01,,3.288,
2019-11-01,2.788,3.2757,0.48770000000000024
2019-11-01,,3.2954,
2019-11-01,,3.2454,
2019-11-01,,3.2555,
2019-11-01,,3.2736,
2019-11-01,,3.2765,
2019-11-01,,3.2463,
2019-11-01,,3.255,
2019-11-01,,3.237,
2019-11-01,,3.2555,
2019-11-01,,3.2355,
2019-11-01,,3.1993,
2019-11-01,,3.1743,
2019-11-01,,3.1747,
2019-11-01,,3.1749,
2019-11-01,,3.1747,
2019-11-01,,3.1875,
2019-11-01,,3.1675,
2019-11-01,,3.17,
2019-11-01,,3.165,
2019-11-01,,3.165,
2019-12-01,2.745,,
2019-12-01,,3.2062,
2019-12-01,,3.1746,
2019-12-01,,3.1751,
2019-12-01,,3.1776,
2019-12-01,,3.1751,
2019-12-01,,3.1903,
2019-12-01,,3.1776,
2019-12-01,,3.1702,
2019-12-01,,3.1652,
2019-12-01,,3.1828,
2019-12-01,,3.1854,
2019-12-01,,3.2133,
2019-12-01,,3.2139,
2019-12-01,,3.2139,
2019-12-01,,3.1808,
2019-12-01,,3.1661,
2019-12-01,,3.1535,
2019-12-01,,3.1463,
2019-12-01,,3.1137,
2019-12-01,,3.1292,
2019-12-01,,3.1322,
2019-12-01,,3.1365,
2020-01-01,2.545,,
2020-01-01,,3.1485,
2020-01-01,,3.1428,
2020-01-01,,3.1352,
2020-01-01,,3.1379,
2020-01-01,,3.1337,
2020-01-01,,3.1184,
2020-01-01,,3.0819,
2020-01-01,,3.084,
2020-01-01,,3.0994,
2020-01-01,,3.0897,
2020-01-01,,3.0918,
2020-01-01,,3.0832,
2020-01-01,,3.078,
2020-01-01,,3.0776,
2020-01-01,,3.0337,
2020-01-01,,3.0282,
2020-01-01,,2.9932,
2020-02-01,2.36,,
2020-02-01,,2.8231,
2020-02-01,,2.8551,
2020-02-01,,2.844,
2020-02-01,,2.8392,
2020-02-01,,2.8024,
2020-02-01,,2.7872,
2020-02-01,,2.834,
2020-02-01,,2.8333,
2020-02-01,,2.8201,
2020-02-01,,2.8631,
2020-02-01,,2.8928,
2020-02-01,,2.8664,
2020-02-01,,2.8776,
2020-02-01,,2.8857,
2020-02-01,,2.847,
2020-02-01,,2.812,
2020-02-01,,2.822,
2020-02-01,,2.7973,
2020-02-01,,2.7702,
2020-02-01,,2.7376,
2020-03-01,1.978,,
2020-03-01,,2.7428,
2020-03-01,,2.7478,
2020-03-01,,2.673,
2020-03-01,,2.6829,
2020-03-01,,2.628,
2020-03-01,,2.5205,
2020-03-01,,2.613,
2020-03-01,,2.6079,
2020-03-01,,2.6379,
2020-03-01,,2.6759,
2020-03-01,,2.6758,
2020-03-01,,2.7135,
2020-03-01,,2.7136,
2020-03-01,,2.7299,
2020-03-01,,2.6815,
2020-03-01,,2.6315,
2020-03-01,,2.6289,
2020-03-01,,2.6289,
2020-03-01,,2.594,
2020-03-01,,2.609,
2020-03-01,,2.6142,
2020-03-01,,2.5899,
2020-04-01,1.325,2.555,1.2300000000000002
2020-04-01,,2.5854,
2020-04-01,,2.5965,
2020-04-01,,2.5112,
2020-04-01,,2.4824,
2020-04-01,,2.5226,
2020-04-01,,2.5403,
2020-04-01,,2.5658,
2020-04-01,,2.5591,
2020-04-01,,2.5455,
2020-04-01,,2.5276,
2020-04-01,,2.559,
2020-04-01,,2.592,
2020-04-01,,2.5791,
2020-04-01,,2.5567,
2020-04-01,,2.5227,
2020-04-01,,2.51,
2020-04-01,,2.5205,
2020-04-01,,2.5345,
2020-04-01,,2.5254,
2020-04-01,,2.5009,
2020-04-01,,2.538,
2020-05-01,1.84,,
2020-05-01,,2.5809,
2020-05-01,,2.6298,
2020-05-01,,2.6207,
2020-05-01,,2.64,
2020-05-01,,2.6698,
2020-05-01,,2.6603,
2020-05-01,,2.7076,
2020-05-01,,2.6989,
2020-05-01,,2.682,
2020-05-01,,2.7253,
2020-05-01,,2.7272,
2020-05-01,,2.69,
2020-05-01,,2.685,
2020-05-01,,2.6176,
2020-05-01,,2.6852,
2020-05-01,,2.7402,
2020-05-01,,2.7527,
2020-05-01,,2.7201,
2020-05-01,,2.7053,
2020-06-01,2.257,2.7253,0.4682999999999997
2020-06-01,,2.7852,
2020-06-01,,2.7901,
2020-06-01,,2.8301,
2020-06-01,,2.8475,
2020-06-01,,2.8101,
2020-06-01,,2.8031,
2020-06-01,,2.8201,
2020-06-01,,2.7701,
2020-06-01,,2.7451,
2020-06-01,,2.7878,
2020-06-01,,2.8402,
2020-06-01,,2.8802,
2020-06-01,,2.8527,
2020-06-01,,2.8752,
2020-06-01,,2.9153,
2020-06-01,,2.9127,
2020-06-01,,2.8614,
2020-06-01,,2.8404,
2020-06-01,,2.8504,
2020-06-01,,2.823,
2020-07-01,2.433,2.8456,0.4126000000000003
2020-07-01,,2.8584,
2020-07-01,,2.8974,
2020-07-01,,2.9959,
2020-07-01,,3.0158,
2020-07-01,,3.0632,
2020-07-01,,3.0809,
2020-07-01,,3.0305,
2020-07-01,,3.0557,
2020-07-01,,3.0057,
2020-07-01,,2.9559,
2020-07-01,,2.9459,
2020-07-01,,2.9507,
2020-07-01,,2.9311,
2020-07-01,,2.9011,
2020-07-01,,2.8861,
2020-07-01,,2.9064,
2020-07-01,,2.8612,
2020-07-01,,2.8791,
2020-07-01,,2.9214,
2020-07-01,,2.9415,
2020-07-01,,2.9364,
2020-07-01,,2.9664,
2020-08-01,2.715,,
2020-08-01,,2.9466,
2020-08-01,,2.9365,
2020-08-01,,2.9592,
2020-08-01,,2.9816,
2020-08-01,,2.9918,
2020-08-01,,2.9543,
2020-08-01,,2.9544,
2020-08-01,,2.962,
2020-08-01,,2.9555,
2020-08-01,,2.9369,
2020-08-01,,2.9421,
2020-08-01,,2.9771,
2020-08-01,,2.9921,
2020-08-01,,2.9973,
2020-08-01,,2.9823,
2020-08-01,,2.9998,
2020-08-01,,3.0424,
2020-08-01,,3.0511,
2020-08-01,,3.0599,
2020-08-01,,3.0672,
2020-08-01,,3.0177,
2020-09-01,2.827,3.0478,0.2208000000000001
2020-09-01,,3.1027,
2020-09-01,,3.1051,
2020-09-01,,3.1228,
2020-09-01,,3.1454,
2020-09-01,,3.123,
2020-09-01,,3.0805,
2020-09-01,,3.0833,
2020-09-01,,3.1346,
2020-09-01,,3.1532,
2020-09-01,,3.1083,
2020-09-01,,3.126,
2020-09-01,,3.1334,
2020-09-01,,3.1162,
2020-09-01,,3.0999,
2020-09-01,,3.0863,
2020-09-01,,3.089,
2020-09-01,,3.084,
2020-09-01,,3.1295,
2020-09-01,,3.1324,
2020-09-01,,3.1092,
2020-09-01,,3.1292,
2020-09-01,,3.1482,
2020-10-01,2.864,,
2020-10-01,,3.1873,
2020-10-01,,3.1898,
2020-10-01,,3.1861,
2020-10-01,,3.195,
2020-10-01,,3.215,
2020-10-01,,3.23,
2020-10-01,,3.2202,
2020-10-01,,3.2005,
2020-10-01,,3.1955,
2020-10-01,,3.1855,
2020-10-01,,3.1707,
2020-10-01,,3.1957,
2020-10-01,,3.1934,
2020-10-01,,3.1609,
2020-10-01,,3.181,
2020-10-01,,3.186,
2020-10-01,,3.181,
2020-11-01,2.974,,
2020-11-01,,3.1785,
2020-11-01,,3.1762,
2020-11-01,,3.1687,
2020-11-01,,3.1912,
2020-11-01,,3.2063,
2020-11-01,,3.2363,
2020-11-01,,3.2241,
2020-11-01,,3.2391,
2020-11-01,,3.2614,
2020-11-01,,3.2715,
2020-11-01,,3.2741,
2020-11-01,,3.2866,
2020-11-01,,3.324,
2020-11-01,,3.3487,
2020-11-01,,3.31,
2020-11-01,,3.265,
2020-11-01,,3.29,
2020-11-01,,3.2675,
2020-11-01,,3.285,
2020-11-01,,3.3,
2020-11-01,,3.25,
2020-12-01,2.764,3.2725,0.5085000000000002
2020-12-01,,3.2925,
2020-12-01,,3.2851,
2020-12-01,,3.2651,
2020-12-01,,3.2701,
2020-12-01,,3.2551,
2020-12-01,,3.2726,
2020-12-01,,3.2601,
2020-12-01,,3.2951,
2020-12-01,,3.2851,
2020-12-01,,3.2777,
2020-12-01,,3.2752,
2020-12-01,,3.2802,
2020-12-01,,3.2902,
2020-12-01,,3.2652,
2020-12-01,,3.2278,
2020-12-01,,3.2153,
2020-12-01,,3.2303,
2020-12-01,,3.1878,
2020-12-01,,3.1629,
2020-12-01,,3.1554,
2020-12-01,,3.1204,
2020-12-01,,3.1429,
2021-01-01,2.85,,
2021-01-01,,3.178,
2021-01-01,,3.1305,
2021-01-01,,3.1256,
2021-01-01,,3.1256,
2021-01-01,,3.1456,
2021-01-01,,3.1632,
2021-01-01,,3.1457,
2021-01-01,,3.1157,
2021-01-01,,3.1059,
2021-01-01,,3.1508,
2021-01-01,,3.1658,
2021-01-01,,3.1609,
2021-01-01,,3.161,
2021-01-01,,3.1335,
2021-01-01,,3.1185,
2021-01-01,,3.1323,
2021-01-01,,3.1585,
2021-01-01,,3.1636,
2021-01-01,,3.1961,
2021-01-01,,3.1786,
2021-02-01,2.774,3.1712,0.3971999999999998
2021-02-01,,3.1862,
2021-02-01,,3.2112,
2021-02-01,,3.2347,
2021-02-01,,3.2164,
2021-02-01,,3.2168,
2021-02-01,,3.237,
2021-02-01,,3.2303,
2021-02-01,,3.2449,
2021-02-01,,3.2831,
2021-02-01,,3.2578,
2021-02-01,,3.2605,
2021-02-01,,3.2736,
2021-02-01,,3.2635,
2021-02-01,,3.2627,
2021-02-01,,3.2723,
2021-02-01,,3.2798,
2021-03-01,2.854,3.2475,0.39349999999999996
2021-03-01,,3.2474,
2021-03-01,,3.2553,
2021-03-01,,3.2655,
2021-03-01,,3.2457,
2021-03-01,,3.2404,
2021-03-01,,3.2478,
2021-03-01,,3.2353,
2021-03-01,,3.2506,
2021-03-01,,3.2613,
2021-03-01,,3.274,
2021-03-01,,3.2614,
2021-03-01,,3.2564,
2021-03-01,,3.2592,
2021-03-01,,3.2364,
2021-03-01,,3.2309,
2021-03-01,,3.2105,
2021-03-01,,3.193,
2021-03-01,,3.1882,
2021-03-01,,3.1985,
2021-03-01,,3.1962,
2021-03-01,,3.206,
2021-03-01,,3.1887,
2021-04-01,2.753,3.196,0.44300000000000006
2021-04-01,,3.2013,
2021-04-01,,3.2087,
2021-04-01,,3.2215,
2021-04-01,,3.2221,
2021-04-01,,3.2121,
2021-04-01,,3.1948,
2021-04-01,,3.1626,
2021-04-01,,3.1651,
2021-04-01,,3.1728,
2021-04-01,,3.1631,
2021-04-01,,3.1559,
2021-04-01,,3.1554,
2021-04-01,,3.153,
2021-04-01,,3.1614,
2021-04-01,,3.1719,
2021-04-01,,3.1841,
2021-04-01,,3.2024,
2021-04-01,,3.2078,
2021-04-01,,3.1979,
2021-04-01,,3.1872,
2021-04-01,,3.164,
2021-05-01,2.729,,
2021-05-01,,3.1507,
2021-05-01,,3.1589,
2021-05-01,,3.1582,
2021-05-01,,3.146,
2021-05-01,,3.138,
2021-05-01,,3.131,
2021-05-01,,3.1366,
2021-05-01,,3.1422,
2021-05-01,,3.1524,
2021-05-01,,3.1457,
2021-05-01,,3.1298,
2021-05-01,,3.1001,
2021-05-01,,3.0876,
2021-05-01,,3.085,
2021-05-01,,3.085,
2021-05-01,,3.06,
2021-05-01,,3.0725,
2021-05-01,,3.0825,
2021-05-01,,3.045,
2021-06-01,2.656,3.04,0.3839999999999999
2021-06-01,,3.065,
2021-06-01,,3.055,
2021-06-01,,3.0925,
2021-06-01,,3.11,
2021-06-01,,3.11,
2021-06-01,,3.1051,
2021-06-01,,3.1,
2021-06-01,,3.1276,
2021-06-01,,3.1176,
2021-06-01,,3.1301,
2021-06-01,,3.1401,
2021-06-01,,3.1202,
2021-06-01,,3.0953,
2021-06-01,,3.0877,
2021-06-01,,3.0853,
2021-06-01,,3.0828,
2021-06-01,,3.0827,
2021-06-01,,3.0903,
2021-06-01,,3.0853,
2021-06-01,,3.0778,
2021-07-01,2.425,3.0878,0.6628000000000003
2021-07-01,,3.0803,
2021-07-01,,3.0754,
2021-07-01,,3.0854,
2021-07-01,,3.0554,
2021-07-01,,2.983,
2021-07-01,,3.0105,
2021-07-01,,2.9431,
2021-07-01,,2.9256,
2021-07-01,,2.9356,
2021-07-01,,2.9557,
2021-07-01,,2.9432,
2021-07-01,,2.9483,
2021-07-01,,2.9258,
2021-07-01,,2.9184,
2021-07-01,,2.9284,
2021-07-01,,2.9134,
2021-07-01,,2.8711,
2021-07-01,,2.911,
2021-07-01,,2.9312,
2021-07-01,,2.884,
2021-07-01,,2.8363,
2021-08-01,2.465,,
2021-08-01,,2.8212,
2021-08-01,,2.8337,
2021-08-01,,2.8338,
2021-08-01,,2.7988,
2021-08-01,,2.8139,
2021-08-01,,2.8615,
2021-08-01,,2.8766,
2021-08-01,,2.8841,
2021-08-01,,2.8566,
2021-08-01,,2.8792,
2021-08-01,,2.8943,
2021-08-01,,2.8819,
2021-08-01,,2.8494,
2021-08-01,,2.8395,
2021-08-01,,2.852,
2021-08-01,,2.8672,
2021-08-01,,2.8522,
2021-08-01,,2.8547,
2021-08-01,,2.8848,
2021-08-01,,2.8698,
2021-08-01,,2.8505,
2021-08-01,,2.845,
2021-09-01,2.488,2.8226,0.3346
2021-09-01,,2.8301,
2021-09-01,,2.8327,
2021-09-01,,2.8354,
2021-09-01,,2.8604,
2021-09-01,,2.8705,
2021-09-01,,2.873,
2021-09-01,,2.8656,
2021-09-01,,2.8908,
2021-09-01,,2.8858,
2021-09-01,,2.9009,
2021-09-01,,2.8885,
2021-09-01,,2.8785,
2021-09-01,,2.8717,
2021-09-01,,2.8639,
2021-09-01,,2.8565,
2021-09-01,,2.8719,
2021-09-01,,2.8797,
2021-09-01,,2.8825,
2021-09-01,,2.8769,
2021-09-01,,2.8646,
2021-09-01,,2.8776,
2021-10-01,2.612,,
2021-10-01,,2.9131,
2021-10-01,,2.9186,
2021-10-01,,2.958,
2021-10-01,,2.9657,
2021-10-01,,2.9578,
2021-10-01,,2.9581,
2021-10-01,,2.9683,
2021-10-01,,3.0426,
2021-10-01,,3.0102,
2021-10-01,,2.9978,
2021-10-01,,2.9702,
2021-10-01,,2.9953,
2021-10-01,,2.9879,
2021-10-01,,2.978,
2021-10-01,,2.9781,
2021-10-01,,2.9682,
2021-10-01,,2.9732,
2021-11-01,2.54,2.9435,0.40349999999999975
2021-11-01,,2.9259,
2021-11-01,,2.9385,
2021-11-01,,2.9261,
2021-11-01,,2.8911,
2021-11-01,,2.9013,
2021-11-01,,2.8988,
2021-11-01,,2.9139,
2021-11-01,,2.9365,
2021-11-01,,2.9391,
2021-11-01,,2.9269,
2021-11-01,,2.9244,
2021-11-01,,2.9295,
2021-11-01,,2.9146,
2021-11-01,,2.9302,
2021-11-01,,2.8876,
2021-11-01,,2.8875,
2021-11-01,,2.86,
2021-11-01,,2.855,
2021-11-01,,2.82,
2021-11-01,,2.825,
2021-11-01,,2.825,
2021-12-01,2.37,2.8401,0.47009999999999996
2021-12-01,,2.8601,
2021-12-01,,2.8701,
2021-12-01,,2.8176,
2021-12-01,,2.8451,
2021-12-01,,2.8551,
2021-12-01,,2.8526,
2021-12-01,,2.8426,
2021-12-01,,2.8552,
2021-12-01,,2.8477,
2021-12-01,,2.8502,
2021-12-01,,2.8577,
2021-12-01,,2.8512,
2021-12-01,,2.8533,
2021-12-01,,2.8508,
2021-12-01,,2.8303,
2021-12-01,,2.8143,
2021-12-01,,2.8203,
2021-12-01,,2.8128,
2021-12-01,,2.8004,
2021-12-01,,2.7854,
2021-12-01,,2.7654,
2021-12-01,,2.7754,
2022-01-01,2.15,,
2022-01-01,,2.7855,
2022-01-01,,2.8045,
2022-01-01,,2.8205,
2022-01-01,,2.8181,
2022-01-01,,2.8056,
2022-01-01,,2.7957,
2022-01-01,,2.7957,
2022-01-01,,2.7858,
2022-01-01,,2.7935,
2022-01-01,,2.786,
2022-01-01,,2.7415,
2022-01-01,,2.7314,
2022-01-01,,2.7271,
2022-01-01,,2.71,
2022-01-01,,2.6751,
2022-01-01,,2.6979,
2022-01-01,,2.7146,
2022-01-01,,2.7348,
2022-01-01,,2.7021,
2022-01-01,,2.7013,
2022-01-01,,2.6997,
2022-02-01,2.221,,
2022-03-01,2.299,,
2022-04-01,2.333,,
2022-05-01,2.235,,
2022-06-01,2.253,,
2022-07-01,2.104,,
2022-08-01,2.054,,
2022-09-01,2.195,,
2022-10-01,2.054,,
2022-11-01,2.338,,
2022-12-01,2.343,,
2023-01-01,2.345,,
2023-01-01,,2.8228,
2023-01-01,,2.8103,
2023-01-01,,2.8304,
2023-01-01,,2.8328,
2023-01-01,,2.8428,
2023-01-01,,2.8602,
2023-01-01,,2.8603,
2023-01-01,,2.8778,
2023-01-01,,2.901,
2023-01-01,,2.9167,
2023-01-01,,2.9017,
2023-01-01,,2.9222,
2023-01-01,,2.9145,
2023-01-01,,2.9331,
2023-01-01,,2.9341,
2023-01-01,,2.9219,
2023-01-01,,2.9133,
2023-01-01,,2.8977,
2023-02-01,2.51,,
2023-03-01,2.37,,
2023-04-01,2.292,,
2023-05-01,2.168,,
2023-06-01,2.115,,
2023-07-01,2.103,,
2023-08-01,2.119,,
2023-09-01,2.245,,
2023-10-01,2.365,,
2023-11-01,2.422,,
2023-12-01,2.204,,
2024-01-01,2.113,,
2024-01-01,,2.5601,
2024-01-01,,2.5531,
2024-01-01,,2.5368,
2024-01-01,,2.5175,
2024-01-01,,2.5136,
2024-01-01,,2.4862,
2024-01-01,,2.4982,
2024-01-01,,2.4992,
2024-01-01,,2.5172,
2024-01-01,,2.5212,
2024-01-01,,2.5252,
2024-01-01,,2.5077,
2024-01-01,,2.5092,
2024-01-01,,2.5027,
2024-01-01,,2.4922,
2024-01-01,,2.5042,
2024-01-01,,2.5042,
2024-01-01,,2.4984,
2024-01-01,,2.4994,
2024-01-01,,2.494,
2024-01-01,,2.4557,
2024-01-01,,2.433,
2024-02-01,2.04,,
2024-03-01,1.898,,
2024-04-01,1.932,,
2024-05-01,1.776,,
2024-06-01,1.652,,
2024-07-01,1.519,,
2024-08-01,1.537,,
2024-09-01,1.41,,
2024-10-01,1.45,,
2024-11-01,1.37,,
2024-12-01,1.08,,
2025-01-01,1.25,,
2025-01-01,,1.6077,
2025-01-01,,1.6041,
2025-01-01,,1.5966,
2025-01-01,,1.6093,
2025-01-01,,1.6069,
2025-01-01,,1.6368,
2025-01-01,,1.6338,
2025-01-01,,1.6592,
2025-01-01,,1.6446,
2025-01-01,,1.633,
2025-01-01,,1.6394,
2025-01-01,,1.6593,
2025-01-01,,1.6747,
2025-01-01,,1.6496,
2025-01-01,,1.6602,
2025-01-01,,1.6645,
2025-01-01,,1.6565,
2025-01-01,,1.6537,
2025-01-01,,1.6299,
2025-02-01,1.42,,
2025-03-01,1.45,,
2025-04-01,1.45,,
2025-05-01,1.47,,
2025-06-01,1.428,,
